gene ID,gene name,mRNA,miRNAs
ENSG00000131503,ANKHD1,ENST00000433049.5,-
ENSG00000131503,ANKHD1,ENST00000435794.5,-
ENSG00000131503,ANKHD1,ENST00000432301.5,-
ENSG00000131503,ANKHD1,ENST00000421706.1,-
ENSG00000119401,TRIM32,ENST00000450136.2,-
ENSG00000119401,TRIM32,ENST00000373983.2,-
ENSG00000119401,TRIM32,ENST00000411410.1,-
ENSG00000100997,ABHD12,ENST00000465694.2,-
ENSG00000100997,ABHD12,ENST00000376542.8,-
ENSG00000100997,ABHD12,ENST00000672331.1,-
ENSG00000100997,ABHD12,ENST00000672871.1,-
ENSG00000100997,ABHD12,ENST00000671858.1,-
ENSG00000100997,ABHD12,ENST00000673524.1,-
ENSG00000100997,ABHD12,ENST00000339157.10,hsa-miR-18a-5p
ENSG00000100997,ABHD12,ENST00000672114.1,-
ENSG00000100997,ABHD12,ENST00000672258.1,-
ENSG00000100997,ABHD12,ENST00000672358.1,-
ENSG00000100997,ABHD12,ENST00000672596.1,-
ENSG00000100997,ABHD12,ENST00000673227.1,-
ENSG00000100997,ABHD12,ENST00000672406.1,-
ENSG00000100997,ABHD12,ENST00000672566.1,-
ENSG00000100997,ABHD12,ENST00000673121.1,-
ENSG00000100997,ABHD12,ENST00000671784.1,-
ENSG00000100997,ABHD12,ENST00000576316.5,-
ENSG00000100997,ABHD12,ENST00000673094.1,-
ENSG00000100997,ABHD12,ENST00000491682.5,-
ENSG00000100997,ABHD12,ENST00000471287.5,-
ENSG00000100997,ABHD12,ENST00000450393.5,-
ENSG00000100997,ABHD12,ENST00000461204.1,-
ENSG00000111046,MYF6,ENST00000228641.4,-
ENSG00000147869,CER1,ENST00000380911.4,-
ENSG00000120832,MTERF2,ENST00000240050.9,-
ENSG00000120832,MTERF2,ENST00000392830.6,-
ENSG00000120832,MTERF2,ENST00000552029.1,hsa-miR-16-5p
ENSG00000120832,MTERF2,ENST00000548101.1,-
ENSG00000120832,MTERF2,ENST00000550736.1,-
ENSG00000120832,MTERF2,ENST00000550496.1,-
ENSG00000175931,UBE2O,ENST00000319380.12,"hsa-miR-93-5p,hsa-miR-92a-3p,hsa-miR-744-5p,hsa-miR-106b-5p,hsa-miR-454-3p,hsa-miR-877-3p"
ENSG00000175931,UBE2O,ENST00000587127.1,-
ENSG00000175931,UBE2O,ENST00000590658.1,-
ENSG00000187908,DMBT1,ENST00000344338.7,-
ENSG00000187908,DMBT1,ENST00000330163.8,-
ENSG00000187908,DMBT1,ENST00000652446.2,-
ENSG00000187908,DMBT1,ENST00000666315.1,-
ENSG00000187908,DMBT1,ENST00000368955.7,-
ENSG00000187908,DMBT1,ENST00000368909.7,-
ENSG00000187908,DMBT1,ENST00000368956.6,-
ENSG00000187908,DMBT1,ENST00000619379.1,-
ENSG00000187908,DMBT1,ENST00000657942.1,-
ENSG00000187908,DMBT1,ENST00000338354.10,-
ENSG00000187908,DMBT1,ENST00000664692.1,-
ENSG00000187908,DMBT1,ENST00000653442.1,-
ENSG00000187908,DMBT1,ENST00000664974.1,-
ENSG00000187908,DMBT1,ENST00000668486.1,-
ENSG00000187908,DMBT1,ENST00000656203.1,-
ENSG00000187908,DMBT1,ENST00000664003.1,-
ENSG00000111142,METAP2,ENST00000535095.5,-
ENSG00000111142,METAP2,ENST00000546753.5,-
ENSG00000111142,METAP2,ENST00000261220.13,-
ENSG00000111142,METAP2,ENST00000549502.5,-
ENSG00000111142,METAP2,ENST00000553151.5,-
ENSG00000111142,METAP2,ENST00000323666.10,"hsa-let-7c-5p,hsa-miR-1-5p"
ENSG00000111142,METAP2,ENST00000550777.5,-
ENSG00000111142,METAP2,ENST00000551840.5,-
ENSG00000111142,METAP2,ENST00000549808.1,-
ENSG00000107341,UBE2R2,ENST00000263228.4,"hsa-miR-93-3p,hsa-miR-16-5p,hsa-let-7b-5p,hsa-miR-92a-3p"
ENSG00000275074,NUDT18,ENST00000613958.1,-
ENSG00000275074,NUDT18,ENST00000611621.2,-
ENSG00000268173,,ENST00000593731.1,"hsa-miR-93-5p,hsa-miR-296-3p,hsa-miR-149-5p"
ENSG00000198876,DCAF12,ENST00000361264.9,"hsa-miR-30e-5p,hsa-miR-615-3p,hsa-miR-92a-3p,hsa-miR-191-5p"
ENSG00000198876,DCAF12,ENST00000396990.6,-
ENSG00000198876,DCAF12,ENST00000450964.1,-
ENSG00000161544,CYGB,ENST00000293230.10,-
ENSG00000161544,CYGB,ENST00000589342.1,-
ENSG00000161544,CYGB,ENST00000590175.5,-
ENSG00000161544,CYGB,ENST00000589145.1,-
ENSG00000136720,HS6ST1,ENST00000259241.7,"hsa-miR-615-3p,hsa-miR-30c-5p"
ENSG00000168453,HR,ENST00000381418.9,-
ENSG00000168453,HR,ENST00000312841.9,-
ENSG00000168453,HR,ENST00000680789.1,-
ENSG00000168453,HR,ENST00000517699.2,-
ENSG00000105647,PIK3R2,ENST00000222254.13,hsa-miR-320a-3p
ENSG00000105647,PIK3R2,ENST00000617642.2,-
ENSG00000105647,PIK3R2,ENST00000617130.5,-
ENSG00000105647,PIK3R2,ENST00000426902.5,-
ENSG00000105647,PIK3R2,ENST00000672815.1,-
ENSG00000105647,PIK3R2,ENST00000464016.3,-
ENSG00000226479,TMEM185B,ENST00000426077.3,hsa-miR-877-5p
ENSG00000214140,PRCD,ENST00000592014.6,-
ENSG00000214140,PRCD,ENST00000586148.1,-
ENSG00000135047,CTSL,ENST00000678442.1,-
ENSG00000135047,CTSL,ENST00000679149.1,-
ENSG00000135047,CTSL,ENST00000679157.1,-
ENSG00000135047,CTSL,ENST00000676946.1,-
ENSG00000135047,CTSL,ENST00000676531.1,-
ENSG00000135047,CTSL,ENST00000677821.1,-
ENSG00000135047,CTSL,ENST00000677019.1,-
ENSG00000135047,CTSL,ENST00000678649.1,-
ENSG00000135047,CTSL,ENST00000342020.6,-
ENSG00000135047,CTSL,ENST00000677262.1,-
ENSG00000135047,CTSL,ENST00000343150.10,-
ENSG00000135047,CTSL,ENST00000678367.1,-
ENSG00000135047,CTSL,ENST00000677864.1,-
ENSG00000135047,CTSL,ENST00000340342.11,-
ENSG00000135047,CTSL,ENST00000676881.1,-
ENSG00000135047,CTSL,ENST00000677955.1,-
ENSG00000135047,CTSL,ENST00000676769.1,-
ENSG00000135047,CTSL,ENST00000678596.1,-
ENSG00000135047,CTSL,ENST00000679030.1,-
ENSG00000135047,CTSL,ENST00000678599.1,-
ENSG00000135047,CTSL,ENST00000677638.1,-
ENSG00000135047,CTSL,ENST00000677761.1,-
ENSG00000135047,CTSL,ENST00000676480.1,-
ENSG00000135047,CTSL,ENST00000679028.1,-
ENSG00000135047,CTSL,ENST00000677523.1,-
ENSG00000135047,CTSL,ENST00000678259.1,-
ENSG00000135047,CTSL,ENST00000679025.1,-
ENSG00000116133,DHCR24,ENST00000371269.9,hsa-miR-454-3p
ENSG00000116133,DHCR24,ENST00000647912.1,"hsa-miR-99a-5p,hsa-miR-320a-3p"
ENSG00000116133,DHCR24,ENST00000535035.6,"hsa-miR-99a-5p,hsa-miR-16-5p,hsa-miR-140-3p,hsa-miR-181b-5p,hsa-miR-483-5p"
ENSG00000116133,DHCR24,ENST00000649769.1,"hsa-miR-140-3p,hsa-miR-18a-3p,hsa-miR-181b-5p,hsa-miR-92a-3p"
ENSG00000116133,DHCR24,ENST00000648728.1,-
ENSG00000116133,DHCR24,ENST00000436604.2,-
ENSG00000116133,DHCR24,ENST00000650362.1,-
ENSG00000116133,DHCR24,ENST00000648182.1,-
ENSG00000186001,LRCH3,ENST00000443727.1,-
ENSG00000186001,LRCH3,ENST00000438796.6,"hsa-miR-17-5p,hsa-miR-19b-3p"
ENSG00000186001,LRCH3,ENST00000428136.2,-
ENSG00000186001,LRCH3,ENST00000425562.7,"hsa-miR-20a-5p,hsa-miR-92a-3p,hsa-miR-17-5p,hsa-miR-320a-3p"
ENSG00000186001,LRCH3,ENST00000414675.6,-
ENSG00000186001,LRCH3,ENST00000441090.6,-
ENSG00000186001,LRCH3,ENST00000334859.8,-
ENSG00000186001,LRCH3,ENST00000452660.5,-
ENSG00000186001,LRCH3,ENST00000433298.5,-
ENSG00000216490,IFI30,ENST00000597802.2,-
ENSG00000216490,IFI30,ENST00000407280.4,-
ENSG00000068781,STON1-GTF2A1L,ENST00000405008.5,-
ENSG00000068781,STON1-GTF2A1L,ENST00000402114.6,-
ENSG00000068781,STON1-GTF2A1L,ENST00000394754.5,-
ENSG00000068781,STON1-GTF2A1L,ENST00000394751.5,-
ENSG00000284526,,ENST00000640006.1,hsa-miR-122-5p
ENSG00000070731,ST6GALNAC2,ENST00000225276.10,-
ENSG00000070731,ST6GALNAC2,ENST00000585390.1,-
ENSG00000070731,ST6GALNAC2,ENST00000588920.1,-
ENSG00000070731,ST6GALNAC2,ENST00000588120.5,-
ENSG00000070731,ST6GALNAC2,ENST00000585736.1,-
ENSG00000261717,,ENST00000567194.5,-
ENSG00000261717,,ENST00000566594.1,-
ENSG00000101004,NINL,ENST00000278886.11,-
ENSG00000101004,NINL,ENST00000422516.5,-
ENSG00000101004,NINL,ENST00000336104.5,-
ENSG00000166822,TMEM170A,ENST00000357613.8,hsa-miR-122-5p
ENSG00000166822,TMEM170A,ENST00000561878.2,"hsa-miR-122-5p,hsa-miR-548b-5p"
ENSG00000166822,TMEM170A,ENST00000568559.1,-
ENSG00000166822,TMEM170A,ENST00000569540.5,-
ENSG00000166822,TMEM170A,ENST00000567796.1,-
ENSG00000166822,TMEM170A,ENST00000566980.1,-
ENSG00000166822,TMEM170A,ENST00000569276.1,-
ENSG00000164946,FREM1,ENST00000380894.5,-
ENSG00000164946,FREM1,ENST00000380880.4,-
ENSG00000164946,FREM1,ENST00000380875.7,-
ENSG00000164946,FREM1,ENST00000427623.5,-
ENSG00000254858,MPV17L2,ENST00000599612.3,-
ENSG00000183196,CHST6,ENST00000332272.9,"hsa-miR-331-3p,hsa-miR-194-5p"
ENSG00000183196,CHST6,ENST00000649824.1,-
ENSG00000183196,CHST6,ENST00000649341.1,-
ENSG00000183196,CHST6,ENST00000390664.3,-
ENSG00000043039,BARX2,ENST00000281437.6,-
ENSG00000258289,CHURC1,ENST00000607599.6,hsa-miR-27a-3p
ENSG00000258289,CHURC1,ENST00000548752.7,-
ENSG00000258289,CHURC1,ENST00000551947.6,-
ENSG00000258289,CHURC1,ENST00000549115.7,-
ENSG00000258289,CHURC1,ENST00000552002.7,-
ENSG00000258289,CHURC1,ENST00000551093.6,-
ENSG00000258289,CHURC1,ENST00000547625.1,-
ENSG00000105649,RAB3A,ENST00000222256.9,-
ENSG00000105649,RAB3A,ENST00000464076.3,-
ENSG00000105649,RAB3A,ENST00000481914.2,-
ENSG00000260092,,ENST00000460606.1,-
ENSG00000101440,ASIP,ENST00000568305.5,-
ENSG00000101440,ASIP,ENST00000374954.4,-
ENSG00000070526,ST6GALNAC1,ENST00000592042.5,-
ENSG00000070526,ST6GALNAC1,ENST00000359088.9,-
ENSG00000070526,ST6GALNAC1,ENST00000156626.12,-
ENSG00000070526,ST6GALNAC1,ENST00000585633.1,-
ENSG00000070526,ST6GALNAC1,ENST00000590784.1,-
ENSG00000070526,ST6GALNAC1,ENST00000589813.5,-
ENSG00000070526,ST6GALNAC1,ENST00000589992.1,-
ENSG00000034713,GABARAPL2,ENST00000565057.5,hsa-miR-30c-5p
ENSG00000034713,GABARAPL2,ENST00000037243.7,hsa-miR-30c-5p
ENSG00000034713,GABARAPL2,ENST00000563744.1,-
ENSG00000034713,GABARAPL2,ENST00000568455.1,"hsa-miR-25-3p,hsa-miR-30c-5p"
ENSG00000170627,GTSF1,ENST00000546931.5,-
ENSG00000170627,GTSF1,ENST00000552397.5,-
ENSG00000170627,GTSF1,ENST00000305879.8,-
ENSG00000101444,AHCY,ENST00000217426.7,hsa-miR-455-3p
ENSG00000101444,AHCY,ENST00000538132.1,-
ENSG00000168476,REEP4,ENST00000334530.9,hsa-miR-27a-3p
ENSG00000168476,REEP4,ENST00000306306.8,"hsa-miR-20a-5p,hsa-miR-27a-3p,hsa-miR-615-3p,hsa-miR-26a-5p"
ENSG00000168476,REEP4,ENST00000523293.2,-
ENSG00000168476,REEP4,ENST00000521744.1,-
ENSG00000285188,,ENST00000355502.7,-
ENSG00000166250,CLMP,ENST00000448775.4,-
ENSG00000121207,LRAT,ENST00000502525.5,-
ENSG00000121207,LRAT,ENST00000507827.5,-
ENSG00000121207,LRAT,ENST00000336356.4,hsa-miR-122-5p
ENSG00000166848,TERF2IP,ENST00000300086.5,"hsa-let-7b-5p,hsa-miR-186-5p"
ENSG00000166848,TERF2IP,ENST00000653858.1,-
ENSG00000166848,TERF2IP,ENST00000569234.1,-
ENSG00000166848,TERF2IP,ENST00000564671.2,-
ENSG00000284797,,ENST00000643046.1,-
ENSG00000092208,GEMIN2,ENST00000525153.6,-
ENSG00000092208,GEMIN2,ENST00000396249.7,-
ENSG00000092208,GEMIN2,ENST00000412033.7,-
ENSG00000092208,GEMIN2,ENST00000250379.13,-
ENSG00000092208,GEMIN2,ENST00000650481.1,-
ENSG00000092208,GEMIN2,ENST00000531684.6,-
ENSG00000092208,GEMIN2,ENST00000534684.7,-
ENSG00000092208,GEMIN2,ENST00000308317.12,-
ENSG00000092208,GEMIN2,ENST00000527381.2,-
ENSG00000092208,GEMIN2,ENST00000524781.1,-
ENSG00000130522,JUND,ENST00000252818.5,-
ENSG00000130522,JUND,ENST00000600972.1,-
ENSG00000282757,DUXB,ENST00000633875.4,-
ENSG00000283755,CPHXL,ENST00000640559.2,-
ENSG00000130520,LSM4,ENST00000593829.6,"hsa-miR-454-3p,hsa-miR-769-5p"
ENSG00000130520,LSM4,ENST00000252816.10,-
ENSG00000130520,LSM4,ENST00000600289.6,-
ENSG00000130520,LSM4,ENST00000594828.7,-
ENSG00000171566,PLRG1,ENST00000499023.7,hsa-miR-193b-3p
ENSG00000171566,PLRG1,ENST00000506627.5,-
ENSG00000171566,PLRG1,ENST00000503251.5,-
ENSG00000171566,PLRG1,ENST00000302078.9,-
ENSG00000171566,PLRG1,ENST00000506192.5,-
ENSG00000171566,PLRG1,ENST00000504341.1,-
ENSG00000171566,PLRG1,ENST00000509975.5,-
ENSG00000148334,PTGES2,ENST00000338961.11,-
ENSG00000148334,PTGES2,ENST00000617202.4,-
ENSG00000148334,PTGES2,ENST00000277462.9,-
ENSG00000148334,PTGES2,ENST00000677691.1,-
ENSG00000148334,PTGES2,ENST00000676562.1,-
ENSG00000148334,PTGES2,ENST00000677651.1,-
ENSG00000148334,PTGES2,ENST00000677980.1,-
ENSG00000148334,PTGES2,ENST00000679345.1,-
ENSG00000148334,PTGES2,ENST00000678174.1,-
ENSG00000148334,PTGES2,ENST00000678916.1,hsa-let-7c-5p
ENSG00000148334,PTGES2,ENST00000474124.6,-
ENSG00000148334,PTGES2,ENST00000449878.1,-
ENSG00000149557,FEZ1,ENST00000278919.8,-
ENSG00000149557,FEZ1,ENST00000648911.1,-
ENSG00000149557,FEZ1,ENST00000577924.1,-
ENSG00000149557,FEZ1,ENST00000366139.3,-
ENSG00000149557,FEZ1,ENST00000524435.1,-
ENSG00000149557,FEZ1,ENST00000527534.1,-
ENSG00000101460,MAP1LC3A,ENST00000374837.7,-
ENSG00000101460,MAP1LC3A,ENST00000360668.8,-
ENSG00000101460,MAP1LC3A,ENST00000397709.1,-
ENSG00000087258,GNAO1,ENST00000675160.1,-
ENSG00000087258,GNAO1,ENST00000262493.12,"hsa-miR-122-5p,hsa-miR-149-5p"
ENSG00000087258,GNAO1,ENST00000569295.6,-
ENSG00000087258,GNAO1,ENST00000638705.1,-
ENSG00000087258,GNAO1,ENST00000262494.12,-
ENSG00000087258,GNAO1,ENST00000570235.2,-
ENSG00000087258,GNAO1,ENST00000563661.2,-
ENSG00000087258,GNAO1,ENST00000640893.1,-
ENSG00000087258,GNAO1,ENST00000639770.1,-
ENSG00000087258,GNAO1,ENST00000639268.1,-
ENSG00000087258,GNAO1,ENST00000562316.6,-
ENSG00000087258,GNAO1,ENST00000639341.1,-
ENSG00000087258,GNAO1,ENST00000568375.2,-
ENSG00000087258,GNAO1,ENST00000640469.1,-
ENSG00000087258,GNAO1,ENST00000564727.2,-
ENSG00000171502,COL24A1,ENST00000370571.7,-
ENSG00000171502,COL24A1,ENST00000426639.5,-
ENSG00000171502,COL24A1,ENST00000473734.1,-
ENSG00000171502,COL24A1,ENST00000496682.2,-
ENSG00000198142,SOWAHC,ENST00000356454.5,"hsa-miR-26b-5p,hsa-miR-652-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-26a-5p,hsa-miR-15b-5p,hsa-miR-193b-3p"
ENSG00000130517,PGPEP1,ENST00000604499.6,-
ENSG00000130517,PGPEP1,ENST00000269919.11,-
ENSG00000130517,PGPEP1,ENST00000595066.5,-
ENSG00000130517,PGPEP1,ENST00000252813.5,-
ENSG00000130517,PGPEP1,ENST00000596962.5,-
ENSG00000130517,PGPEP1,ENST00000600283.6,-
ENSG00000130517,PGPEP1,ENST00000597431.2,-
ENSG00000130517,PGPEP1,ENST00000597663.2,-
ENSG00000130517,PGPEP1,ENST00000595552.2,-
ENSG00000071051,NCK2,ENST00000233154.9,hsa-miR-877-3p
ENSG00000071051,NCK2,ENST00000451463.6,-
ENSG00000071051,NCK2,ENST00000393348.6,-
ENSG00000071051,NCK2,ENST00000522586.5,-
ENSG00000071051,NCK2,ENST00000425756.1,-
ENSG00000071051,NCK2,ENST00000393349.2,-
ENSG00000204592,HLA-E,ENST00000376630.5,"hsa-miR-296-3p,hsa-miR-1226-3p,hsa-miR-92a-3p"
ENSG00000061987,MON2,ENST00000641654.1,-
ENSG00000061987,MON2,ENST00000546600.5,-
ENSG00000061987,MON2,ENST00000393630.8,-
ENSG00000061987,MON2,ENST00000547095.5,-
ENSG00000061987,MON2,ENST00000552738.5,-
ENSG00000061987,MON2,ENST00000393629.6,-
ENSG00000061987,MON2,ENST00000552115.5,-
ENSG00000061987,MON2,ENST00000549286.1,-
ENSG00000267168,,ENST00000587459.1,-
ENSG00000161547,SRSF2,ENST00000359995.10,-
ENSG00000161547,SRSF2,ENST00000392485.2,"hsa-let-7e-5p,hsa-miR-130b-3p,hsa-miR-193b-3p,hsa-let-7a-5p"
ENSG00000161547,SRSF2,ENST00000585202.5,-
ENSG00000161547,SRSF2,ENST00000452355.7,-
ENSG00000161547,SRSF2,ENST00000508921.7,-
ENSG00000161547,SRSF2,ENST00000583836.1,-
ENSG00000161547,SRSF2,ENST00000358156.6,-
ENSG00000134153,EMC7,ENST00000256545.9,-
ENSG00000134153,EMC7,ENST00000527822.5,-
ENSG00000134153,EMC7,ENST00000528949.1,-
ENSG00000254996,ANKHD1-EIF4EBP3,ENST00000532219.5,"hsa-miR-28-3p,hsa-miR-320a-3p,hsa-miR-33a-5p,hsa-miR-93-5p"
ENSG00000254996,ANKHD1-EIF4EBP3,ENST00000437495.1,-
ENSG00000101464,PIGU,ENST00000217446.8,hsa-miR-183-5p
ENSG00000101464,PIGU,ENST00000374820.6,-
ENSG00000101464,PIGU,ENST00000438215.1,-
ENSG00000175489,LRRC25,ENST00000339007.4,-
ENSG00000175489,LRRC25,ENST00000595840.1,-
ENSG00000130511,SSBP4,ENST00000597724.6,-
ENSG00000130511,SSBP4,ENST00000348495.10,-
ENSG00000130511,SSBP4,ENST00000270061.12,-
ENSG00000130511,SSBP4,ENST00000601357.6,-
ENSG00000130511,SSBP4,ENST00000607020.5,-
ENSG00000130511,SSBP4,ENST00000601614.6,-
ENSG00000130511,SSBP4,ENST00000625926.1,-
ENSG00000130511,SSBP4,ENST00000602088.7,-
ENSG00000130511,SSBP4,ENST00000593641.3,-
ENSG00000130511,SSBP4,ENST00000599699.2,-
ENSG00000182405,PGBD4,ENST00000397766.4,hsa-miR-92a-3p
ENSG00000134152,KATNBL1,ENST00000256544.8,hsa-miR-100-5p
ENSG00000134152,KATNBL1,ENST00000561270.5,-
ENSG00000134152,KATNBL1,ENST00000561371.5,hsa-miR-192-5p
ENSG00000134152,KATNBL1,ENST00000559760.5,-
ENSG00000134152,KATNBL1,ENST00000560310.5,-
ENSG00000134152,KATNBL1,ENST00000557877.5,-
ENSG00000134152,KATNBL1,ENST00000559462.1,-
ENSG00000134152,KATNBL1,ENST00000560108.5,-
ENSG00000134152,KATNBL1,ENST00000559515.1,-
ENSG00000134152,KATNBL1,ENST00000559464.1,-
ENSG00000205683,DPF3,ENST00000556509.6,-
ENSG00000205683,DPF3,ENST00000614862.5,hsa-miR-122-5p
ENSG00000205683,DPF3,ENST00000366353.8,-
ENSG00000205683,DPF3,ENST00000381216.8,-
ENSG00000157856,DRC1,ENST00000288710.7,-
ENSG00000157856,DRC1,ENST00000421869.5,-
ENSG00000157856,DRC1,ENST00000649059.1,-
ENSG00000129667,RHBDF2,ENST00000313080.8,-
ENSG00000129667,RHBDF2,ENST00000675367.1,-
ENSG00000129667,RHBDF2,ENST00000591885.5,-
ENSG00000129667,RHBDF2,ENST00000591860.1,-
ENSG00000129667,RHBDF2,ENST00000592123.5,-
ENSG00000129667,RHBDF2,ENST00000585989.5,-
ENSG00000129667,RHBDF2,ENST00000589526.5,-
ENSG00000129667,RHBDF2,ENST00000591697.5,-
ENSG00000129667,RHBDF2,ENST00000591879.1,hsa-miR-1296-5p
ENSG00000129667,RHBDF2,ENST00000585701.5,-
ENSG00000129667,RHBDF2,ENST00000591192.1,-
ENSG00000129667,RHBDF2,ENST00000590322.1,-
ENSG00000129667,RHBDF2,ENST00000590288.1,-
ENSG00000129667,RHBDF2,ENST00000591255.5,-
ENSG00000289720,,ENST00000696978.1,hsa-miR-320a-3p
ENSG00000289720,,ENST00000696979.1,hsa-miR-320a-3p
ENSG00000289720,,ENST00000664852.1,-
ENSG00000289720,,ENST00000696980.1,hsa-miR-320a-3p
ENSG00000289720,,ENST00000696981.1,-
ENSG00000204576,PRR3,ENST00000376557.3,hsa-miR-16-5p
ENSG00000204576,PRR3,ENST00000376560.8,"hsa-miR-615-3p,hsa-miR-34a-5p"
ENSG00000125971,DYNLRB1,ENST00000696986.1,-
ENSG00000125971,DYNLRB1,ENST00000480759.1,hsa-miR-186-5p
ENSG00000125971,DYNLRB1,ENST00000357156.7,hsa-miR-186-5p
ENSG00000125971,DYNLRB1,ENST00000300469.13,-
ENSG00000125971,DYNLRB1,ENST00000374846.3,-
ENSG00000164118,CEP44,ENST00000505124.5,-
ENSG00000164118,CEP44,ENST00000457424.6,-
ENSG00000164118,CEP44,ENST00000396791.7,hsa-miR-194-5p
ENSG00000164118,CEP44,ENST00000503780.6,-
ENSG00000164118,CEP44,ENST00000514712.5,-
ENSG00000164118,CEP44,ENST00000515299.5,-
ENSG00000164118,CEP44,ENST00000503053.5,-
ENSG00000164118,CEP44,ENST00000296519.6,"hsa-miR-331-3p,hsa-miR-940"
ENSG00000164118,CEP44,ENST00000426172.3,-
ENSG00000168481,LGI3,ENST00000424267.6,-
ENSG00000168481,LGI3,ENST00000306317.7,-
ENSG00000168481,LGI3,ENST00000517694.1,-
ENSG00000168481,LGI3,ENST00000518365.1,-
ENSG00000078747,ITCH,ENST00000665484.2,hsa-miR-19b-3p
ENSG00000078747,ITCH,ENST00000696974.1,-
ENSG00000078747,ITCH,ENST00000374864.10,-
ENSG00000078747,ITCH,ENST00000535650.8,-
ENSG00000078747,ITCH,ENST00000670516.1,-
ENSG00000078747,ITCH,ENST00000461661.2,-
ENSG00000078747,ITCH,ENST00000696975.1,-
ENSG00000078747,ITCH,ENST00000654846.1,-
ENSG00000078747,ITCH,ENST00000665428.1,-
ENSG00000078747,ITCH,ENST00000660337.1,-
ENSG00000078747,ITCH,ENST00000262650.11,hsa-miR-92a-3p
ENSG00000078747,ITCH,ENST00000665346.1,-
ENSG00000078747,ITCH,ENST00000696984.1,-
ENSG00000078747,ITCH,ENST00000696985.1,-
ENSG00000091664,SLC17A6,ENST00000263160.4,-
ENSG00000174013,FBXO45,ENST00000440469.1,-
ENSG00000174013,FBXO45,ENST00000311630.7,hsa-miR-92a-3p
ENSG00000204569,PPP1R10,ENST00000376511.7,"hsa-let-7e-5p,hsa-miR-615-3p,hsa-miR-320a-3p,hsa-miR-324-3p"
ENSG00000243056,EIF4EBP3,ENST00000310331.3,-
ENSG00000071073,MGAT4A,ENST00000264968.7,"hsa-miR-16-5p,hsa-miR-19a-3p,hsa-miR-128-3p,hsa-miR-320a-3p,hsa-miR-122-5p"
ENSG00000071073,MGAT4A,ENST00000393487.6,"hsa-miR-122-5p,hsa-miR-181b-5p,hsa-miR-194-5p,hsa-miR-100-5p"
ENSG00000071073,MGAT4A,ENST00000414521.6,-
ENSG00000071073,MGAT4A,ENST00000409391.1,-
ENSG00000071073,MGAT4A,ENST00000495056.2,-
ENSG00000198887,SMC5,ENST00000361138.7,-
ENSG00000131495,NDUFA2,ENST00000252102.9,"hsa-miR-186-5p,hsa-miR-885-5p,hsa-miR-100-5p"
ENSG00000131495,NDUFA2,ENST00000512088.1,hsa-miR-100-5p
ENSG00000121621,KIF18A,ENST00000263181.7,-
ENSG00000257115,OR11H12,ENST00000550708.2,-
ENSG00000196832,OR11G2,ENST00000641879.2,-
ENSG00000196832,OR11G2,ENST00000641682.1,-
ENSG00000100836,PABPN1,ENST00000216727.9,"hsa-miR-92b-3p,hsa-miR-615-3p,hsa-miR-877-3p"
ENSG00000100836,PABPN1,ENST00000397276.6,hsa-miR-320a-3p
ENSG00000100836,PABPN1,ENST00000556821.5,-
ENSG00000100836,PABPN1,ENST00000557702.5,-
ENSG00000100836,PABPN1,ENST00000555295.1,-
ENSG00000159461,AMFR,ENST00000290649.10,-
ENSG00000159461,AMFR,ENST00000492830.5,-
ENSG00000159461,AMFR,ENST00000567738.1,-
ENSG00000159461,AMFR,ENST00000565445.5,-
ENSG00000159461,AMFR,ENST00000563664.1,-
ENSG00000256453,DND1,ENST00000542735.2,-
ENSG00000128463,EMC4,ENST00000249209.8,-
ENSG00000128463,EMC4,ENST00000267750.9,hsa-miR-16-5p
ENSG00000128463,EMC4,ENST00000560911.5,-
ENSG00000128463,EMC4,ENST00000561372.1,-
ENSG00000128463,EMC4,ENST00000559078.5,-
ENSG00000128463,EMC4,ENST00000558205.5,-
ENSG00000128463,EMC4,ENST00000557879.1,-
ENSG00000128463,EMC4,ENST00000558102.1,-
ENSG00000128463,EMC4,ENST00000559421.1,-
ENSG00000128463,EMC4,ENST00000560947.1,-
ENSG00000168487,BMP1,ENST00000397814.7,-
ENSG00000168487,BMP1,ENST00000354870.5,-
ENSG00000168487,BMP1,ENST00000520970.5,-
ENSG00000168487,BMP1,ENST00000518913.5,-
ENSG00000168487,BMP1,ENST00000520982.5,-
ENSG00000168487,BMP1,ENST00000520626.6,-
ENSG00000168487,BMP1,ENST00000518656.5,-
ENSG00000168487,BMP1,ENST00000306349.13,-
ENSG00000168487,BMP1,ENST00000306385.10,-
ENSG00000168487,BMP1,ENST00000471755.5,-
ENSG00000168487,BMP1,ENST00000483364.5,-
ENSG00000168487,BMP1,ENST00000521385.5,-
ENSG00000112855,HARS2,ENST00000520095.6,-
ENSG00000112855,HARS2,ENST00000510104.5,-
ENSG00000112855,HARS2,ENST00000643996.1,-
ENSG00000112855,HARS2,ENST00000509299.6,-
ENSG00000112855,HARS2,ENST00000645065.1,-
ENSG00000112855,HARS2,ENST00000642752.1,-
ENSG00000112855,HARS2,ENST00000503873.6,-
ENSG00000112855,HARS2,ENST00000642970.1,-
ENSG00000112855,HARS2,ENST00000230771.9,-
ENSG00000112855,HARS2,ENST00000646468.1,-
ENSG00000112855,HARS2,ENST00000647484.1,-
ENSG00000112855,HARS2,ENST00000645749.1,-
ENSG00000112855,HARS2,ENST00000508522.5,-
