gene ID,gene name,mRNA,miRNAs
WBGene00011240,mask-1,R11A8.7b.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-63-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p"
WBGene00011240,mask-1,R11A8.7c.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-4937,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00011240,mask-1,R11A8.7d.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-4937,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00011240,mask-1,R11A8.7e.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-4937,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00011240,mask-1,R11A8.7f.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-63-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p"
WBGene00011240,mask-1,R11A8.7g.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-63-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p"
WBGene00011240,mask-1,R11A8.7h.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-63-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p"
WBGene00011240,mask-1,R11A8.7h.2,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-229-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-4937,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-2-5p"
WBGene00011240,mask-1,R11A8.7i.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-63-3p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00011240,mask-1,R11A8.7j.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-63-3p,cel-miR-74-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-1020-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-2212-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-230-3p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-4937,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00011241,mpz-5,R11A8.8.1,"cel-miR-58a-3p,cel-miR-43-3p,cel-miR-64-5p,cel-miR-238-3p,cel-miR-45-3p,cel-miR-44-3p"
WBGene00011242,,R11D1.1a.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-54-3p,cel-let-7-3p,cel-miR-77-3p,cel-miR-253-3p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p"
WBGene00011242,,R11D1.1b.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-54-3p,cel-let-7-3p,cel-miR-77-3p,cel-miR-253-3p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p"
WBGene00011242,,R11D1.1c.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-54-3p,cel-let-7-3p,cel-miR-77-3p,cel-miR-253-3p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p"
WBGene00011242,,R11D1.1d.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-54-3p,cel-let-7-3p,cel-miR-77-3p,cel-miR-253-3p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p"
WBGene00011243,,R11D1.2.1,"cel-miR-788-5p,cel-miR-228-5p,cel-miR-54-3p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-48-5p,cel-let-7-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-83-3p"
WBGene00011244,,R11D1.3.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-55-3p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-73-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-234-3p,cel-miR-240-3p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-228-5p,cel-miR-245-3p,cel-miR-45-3p,cel-miR-56-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00011245,,R11D1.4.1,"cel-miR-235-3p,cel-miR-48-5p,cel-miR-58a-3p"
WBGene00011246,,R11D1.7.1,"cel-miR-51-5p,cel-miR-84-5p,cel-miR-70-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-45-3p,cel-miR-44-3p,cel-miR-4923a,cel-miR-64-5p,cel-miR-81-3p,cel-miR-70-3p"
WBGene00011247,mrpl-49,R11D1.9.1,"cel-miR-82-3p,cel-miR-228-5p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-47-3p,cel-miR-70-3p,cel-miR-87-3p"
WBGene00011248,,R11D1.10a.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-54-3p,cel-miR-229-5p,cel-miR-62,cel-miR-48-5p,cel-miR-90-3p,cel-miR-235-3p,cel-miR-71-5p"
WBGene00011249,semi-1,R11G10.2.1,"cel-miR-52-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-84-5p"
WBGene00011250,,R11H6.2.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-72-5p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-74-3p,cel-miR-86-5p,cel-miR-67-3p,cel-let-7-5p,cel-miR-54-3p,cel-miR-799,cel-miR-81-3p,cel-miR-87-3p"
WBGene00011251,glb-22,R11H6.3a.1,"cel-miR-55-3p,cel-miR-58a-5p,cel-let-7-5p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-56-3p,cel-miR-70-3p"
WBGene00011251,glb-22,R11H6.3b.1,"cel-miR-55-3p,cel-miR-58a-5p,cel-let-7-5p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-56-3p,cel-miR-70-3p"
WBGene00011251,glb-22,R11H6.3c.1,"cel-miR-55-3p,cel-miR-58a-5p,cel-let-7-5p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-56-3p,cel-miR-70-3p"
WBGene00011252,,R11H6.4a.1,cel-let-7-5p
WBGene00011252,,R11H6.4b.1,cel-let-7-5p
WBGene00011252,,R11H6.4c.1,cel-let-7-5p
WBGene00011253,,R11H6.5.1,"cel-miR-48-5p,cel-miR-52-5p,cel-miR-60-3p,cel-miR-80-3p,cel-miR-238-3p"
WBGene00011254,,R12G8.1.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-54-3p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00011255,,R12H7.4.1,"cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-63-3p,cel-miR-247-3p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-58a-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-miR-1822-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-83-3p,cel-miR-2209b-5p"
WBGene00011257,npax-3,R13.2.1,"cel-miR-48-5p,cel-miR-52-5p,cel-miR-54-3p,cel-miR-60-3p,cel-miR-235-3p,cel-miR-80-3p,cel-miR-2216-3p"
WBGene00011258,best-15,R13.3.1,"cel-miR-55-3p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-72-5p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-49-3p,cel-miR-44-3p,cel-miR-259-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-791-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-50-5p,cel-miR-244-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-240-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00011259,miz-1,R13.4a.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-82-3p,cel-miR-797-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-79-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-64-5p"
WBGene00011259,miz-1,R13.4b.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-82-3p,cel-miR-797-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-79-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-64-5p"
WBGene00011259,miz-1,R13.4c.1,"cel-miR-51-5p,cel-miR-72-5p,cel-miR-229-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-82-3p,cel-miR-797-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-79-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-64-5p"
WBGene00011260,cnnm-5,R13G10.4.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-66-5p,cel-miR-229-5p,cel-miR-237-5p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-46-3p,cel-miR-64-5p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00011261,nphp-4,R13H4.1.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-64-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-84-5p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-1818,cel-miR-252-5p,cel-miR-48-5p,cel-miR-2-3p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-65-5p"
WBGene00011262,pho-8,R13H4.3.1,"cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-63-3p,cel-miR-44-3p,cel-miR-86-5p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-48-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-46-3p,cel-miR-42-3p"
WBGene00011263,,R13H4.5.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-52-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-45-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-86-5p,cel-miR-46-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-53-5p"
WBGene00011264,,R13H4.6a.1,"cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-1-5p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-259-5p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-791-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-229-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-miR-231-3p,cel-let-7-5p,cel-miR-64-5p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00011264,,R13H4.6b.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-259-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00011264,,R13H4.6c.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-73-3p,cel-miR-44-3p,cel-miR-259-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-lin-4-5p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00011265,,R13H4.7a.1,"cel-miR-230-3p,cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-50-5p,cel-miR-229-5p,cel-miR-62,cel-miR-56-3p,cel-miR-64-5p,cel-miR-54-3p,cel-miR-65-5p"
WBGene00011265,,R13H4.7b.1,"cel-miR-230-3p,cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-80-3p,cel-miR-50-5p,cel-miR-229-5p,cel-miR-62,cel-miR-56-3p,cel-miR-64-5p,cel-miR-54-3p,cel-miR-65-5p,cel-miR-71-5p"
WBGene00011266,idpb-5,R13H4.8.1,"cel-miR-788-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-42-3p"
WBGene00011267,fbxb-85,R17.1.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-54-3p,cel-miR-71-5p"
WBGene00011268,pde-12,R17.2.1,"cel-miR-788-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-86-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-799,cel-miR-81-3p,cel-miR-84-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-35-3p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-80-5p,cel-miR-2-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00011269,sbsp-1,R17.3a.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-73-3p,cel-miR-80-3p,cel-miR-47-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-1829a-3p"
WBGene00011269,sbsp-1,R17.3b.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-73-3p,cel-miR-80-3p,cel-miR-47-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-1829a-3p"
WBGene00011269,sbsp-1,R17.3c.1,"cel-miR-51-5p,cel-miR-228-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-80-3p,cel-miR-238-3p"
WBGene00011270,,R31.2a.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-61-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-65-5p"
WBGene00011270,,R31.2b.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-228-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-64-5p,cel-miR-65-5p"
WBGene00011270,,R31.2c.1,cel-miR-58a-3p
WBGene00011270,,R31.2d.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-67-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-61-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-56-3p,cel-let-7-5p,cel-miR-64-5p"
WBGene00011271,flad-1,R53.1a.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-55-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-80-3p"
WBGene00011271,flad-1,R53.1b.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-55-3p,cel-lin-4-5p"
WBGene00011271,flad-1,R53.1c.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-55-3p"
WBGene00011271,flad-1,R53.1d.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-55-3p"
WBGene00011272,dtmk-1,R53.2.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-56-3p,cel-miR-252-5p,cel-miR-259-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-48-5p,cel-miR-64-5p,cel-miR-785-3p,cel-miR-71-5p"
WBGene00011273,,R53.4.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-1829a-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-45-3p,cel-miR-48-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-65-5p,cel-miR-1824-5p"
